Entity,Code,Day,2021,2020,"Projected, 2020",2015,2016,2017,2018,2019,2022,2023
Georgia,GEO,2020-08-31,5977,3361,3481.9,3836,4220,3533,3493,3474,3705,3539
Georgia,GEO,2020-09-30,5309,3299,3131.1,3444,3678,3239,3225,3216,3363,3112
Georgia,GEO,2020-10-31,5610,4085,3590.1,3852,4058,3866,3720,3601,3466,3548
Georgia,GEO,2020-11-30,6563,5929,3815.9,4118,4128,3932,4087,3961,3733,3440
Georgia,GEO,2020-12-31,6053,6363,4220.5,4350,5330,4160,4311,4098,4253,3555
Germany,DEU,2020-01-05,24919,18883,19643.7,18713,18467,20918,19342,18686,20870,25464
Germany,DEU,2020-01-12,24532,19408,19964.9,19283,18439,22070,18770,19170,19921,22713
Germany,DEU,2020-01-19,24129,18953,19961.1,19500,18627,21236,19187,19163,19845,21253
Germany,DEU,2020-01-26,22674,18827,20180.9,19346,18707,22083,19171,19505,20224,20657
Germany,DEU,2020-02-02,21773,19774,20862.3,20716,18493,23640,19558,19812,20698,21083
Germany,DEU,2020-02-09,20946,19038,20869.9,20905,18541,22744,20086,19981,20495,20547
Germany,DEU,2020-02-16,20493,19648,21411.5,22395,18483,22683,21254,20150,21165,20996
Germany,DEU,2020-02-23,18979,18953,21866.9,23264,18475,22266,22888,20349,20375,20901
Germany,DEU,2020-03-01,18455,19505,22374.3,23598,18926,20930,25535,20790,20811,21053
Germany,DEU,2020-03-08,18606,19667,21862.9,22002,18888,19102,26777,20453,21251,21935
Germany,DEU,2020-03-15,18374,19849,20935.7,20770,18971,18665,24385,19795,21357,21828
Germany,DEU,2020-03-22,18437,19722,20072.1,20009,18826,17640,22777,19016,21236,21332
Germany,DEU,2020-03-29,18520,19678,19402.9,19106,18617,17731,20906,18562,20883,20730
Germany,DEU,2020-04-05,18873,20662,18948.3,18668,18244,17028,20038,18671,20953,19974
Germany,DEU,2020-04-12,19098,20502,18362.3,18089,17712,16901,19165,17852,20253,20157
Germany,DEU,2020-04-19,19282,19261,17940.3,18116,16775,16637,17992,18089,19579,19861
Germany,DEU,2020-04-26,19555,18557,17886.9,17668,17053,17634,17093,17894,19361,19310
Germany,DEU,2020-05-03,19329,17920,17423.1,17114,16901,17129,16789,17090,19225,19055
Germany,DEU,2020-05-10,18579,17651,17696.1,17072,17629,17343,17226,17118,19265,18896
Germany,DEU,2020-05-17,17811,17001,17261.5,16732,16601,17079,16488,17315,18565,18385
Germany,DEU,2020-05-24,17193,17163,16950.5,16330,16286,16451,16513,17080,17232,18416
Germany,DEU,2020-05-31,18191,16776,17100.1,16200,16346,16902,17039,16921,18104,18032
Germany,DEU,2020-06-07,17442,17262,16943.9,16777,15799,15846,16714,17491,17960,18389
Germany,DEU,2020-06-14,19076,16601,16446.9,16272,15717,16087,15582,16484,18497,17857
Germany,DEU,2020-06-21,17191,16401,16784.5,15619,16910,16819,15843,16639,19059,18097
Germany,DEU,2020-06-28,17013,17293,16901.3,16152,15699,16076,16569,17918,18562,17059
Germany,DEU,2020-07-05,16994,16457,17434.3,19252,16229,16424,16622,16552,18155,17168
Germany,DEU,2020-07-12,17662,16142,16723.5,17361,16172,15603,16070,16319,19019,17758
Germany,DEU,2020-07-19,17613,16537,17134.3,16447,16985,16589,16702,16856,20987,16779
Germany,DEU,2020-07-26,17211,16887,17709.9,16272,16157,16058,18340,19630,20297,16976
Germany,DEU,2020-08-02,17021,17433,17372.5,15432,15439,16494,20371,17034,19972,16885
Germany,DEU,2020-08-09,17560,17470,17006.5,16651,15487,15784,18478,16540,19832,17479
Germany,DEU,2020-08-16,17501,19720,16840.7,16881,16258,16148,16890,15934,19932,18498
Germany,DEU,2020-08-23,17151,17559,16645.5,15233,17147,15880,16612,16263,18992,18159
Germany,DEU,2020-08-30,17341,16656,16802.3,16117,16101,16064,16000,17637,18294,16772
Germany,DEU,2020-09-06,18879,16789,16389.3,15654,16116,15706,16390,15988,18777,18151
Germany,DEU,2020-09-13,18057,17155,16631.5,15952,16372,16146,16292,16303,18276,17928
Germany,DEU,2020-09-20,18157,17555,16677.7,16034,15606,16505,16651,16500,19121,17392
Germany,DEU,2020-09-27,18129,17446,16842.7,15667,16336,16747,15969,17402,20402,17670
Germany,DEU,2020-10-04,18209,17614,17011.7,16429,16352,16664,16622,16899,20627,18216
Germany,DEU,2020-10-11,18949,17501,17684.9,16776,17427,17470,16993,17666,21790,18803
Germany,DEU,2020-10-18,19761,17754,17588.7,16848,17599,17139,16552,17713,21819,19492
Germany,DEU,2020-10-25,20387,18588,17602.7,17341,17586,17059,16608,17327,21449,20291
Germany,DEU,2020-11-01,20426,18584,17522.5,16795,17580,16762,16895,17488,19933,20392
Germany,DEU,2020-11-08,21071,19007,17946.5,17024,17782,17371,17604,17859,20188,20621
Germany,DEU,2020-11-15,22344,19727,17995.9,16618,18591,17594,16842,18242,20825,20837
Germany,DEU,2020-11-22,23273,20182,18169.7,16849,17911,17676,17785,18535,21451,21099
Germany,DEU,2020-11-29,24185,21304,18317.9,16802,18146,17877,18091,18581,22273,22058
Germany,DEU,2020-12-06,24032,22604,18734.9,17009,18793,18295,18342,19143,24125,23006
Germany,DEU,2020-12-13,23009,24003,18715.9,17054,18885,18504,17943,19101,25977,22700
Germany,DEU,2020-12-20,22479,24724,19085.7,17408,19376,18500,18990,19062,28682,23168
Germany,DEU,2020-12-27,22174,25554,18764.5,17176,19744,18652,17954,18204,27291,22130
Germany,DEU,2021-01-03,,25541,18764.5,,,,,,,
Gibraltar,GIB,2020-01-31,89,34,33.8,25,31,26,39,36,,
Gibraltar,GIB,2020-02-29,,27,29,26,30,22,29,26,,
Gibraltar,GIB,2020-03-31,,24,25.2,22,23,17,25,27,,
Gibraltar,GIB,2020-04-30,,21,23.2,21,20,13,28,22,,
Gibraltar,GIB,2020-05-31,,12,23.6,19,17,28,27,15,,
Gibraltar,GIB,2020-06-30,,16,22.8,19,22,23,21,17,,
Gibraltar,GIB,2020-07-31,,23,20.2,15,16,17,21,20,,
Gibraltar,GIB,2020-08-31,,22,24,22,18,24,23,21,,
Gibraltar,GIB,2020-09-30,,23,25.2,16,22,29,30,17,,
Gibraltar,GIB,2020-10-31,,25,24.8,19,23,27,22,21,,
Gibraltar,GIB,2020-11-30,,26,22,12,24,25,21,16,,
Gibraltar,GIB,2020-12-31,,17,31,25,25,35,28,30,,
Greece,GRC,2020-01-05,2650,2749,2843.4,2645,2637,3425,2533,2706,3278,3021
Greece,GRC,2020-01-12,2497,2910,3032,3013,2638,3680,2453,3105,3378,3086
Greece,GRC,2020-01-19,2651,2863,2934.6,3053,2601,3364,2345,3039,3269,2960
Greece,GRC,2020-01-26,2625,2772,2895.6,3065,2652,3082,2548,2860,3677,2847
Greece,GRC,2020-02-02,2493,2990,2839.6,2778,2649,3002,2605,2893,3558,2799
Greece,GRC,2020-02-09,2463,2849,2729.8,2665,2594,2790,2557,2772,3241,2860
Greece,GRC,2020-02-16,2535,2782,2593,2551,2436,2675,2469,2563,3065,2885
Greece,GRC,2020-02-23,2668,2470,2570.4,2690,2215,2523,2493,2660,2797,2745
Greece,GRC,2020-03-01,2724,2543,2595.6,2790,2139,2399,2610,2769,2847,2700
Greece,GRC,2020-03-08,2657,2644,2520.8,2629,2248,2405,2532,2519,2846,2525
Greece,GRC,2020-03-15,2788,2596,2480.4,2547,2255,2444,2415,2470,3046,2365
Greece,GRC,2020-03-22,2759,2550,2418.4,2457,2185,2458,2330,2391,3042,2429
Greece,GRC,2020-03-29,2930,2439,2371.2,2376,2259,2253,2365,2332,3037,2445
Greece,GRC,2020-04-05,2898,2454,2410.6,2390,2275,2363,2341,2413,2872,2278
Greece,GRC,2020-04-12,2971,2362,2386,2408,2227,2363,2349,2312,2806,2361
Greece,GRC,2020-04-19,2663,2268,2340.6,2426,2100,2367,2319,2220,2624,2368
Greece,GRC,2020-04-26,2805,2205,2299,2240,2081,2325,2175,2403,2647,2368
Greece,GRC,2020-05-03,2937,2307,2331,2287,2246,2265,2226,2360,2336,2373
Greece,GRC,2020-05-10,2439,2127,2253.8,2327,2209,2159,1980,2323,2485,2251
Greece,GRC,2020-05-17,2501,2472,2163.4,2015,2121,2030,2112,2268,2398,2232
Greece,GRC,2020-05-24,2584,2329,2123.4,2075,2027,2013,2021,2210,2423,2259
Greece,GRC,2020-05-31,2318,1963,2225.4,1941,2199,2212,2223,2281,2596,2209
Greece,GRC,2020-06-07,2393,2101,2213.6,2090,1999,2121,2302,2285,2369,2309
Greece,GRC,2020-06-14,2314,2211,2284.6,2107,2175,2136,2188,2546,2276,2094
Greece,GRC,2020-06-21,2960,2352,2409.2,2235,2914,2170,2080,2376,2477,2284
Greece,GRC,2020-06-28,3154,2180,2341.4,1922,2318,2732,2045,2419,2526,2154
Greece,GRC,2020-07-05,2703,2670,2324.6,1917,2155,2542,2361,2377,2740,2368
Greece,GRC,2020-07-12,2702,2304,2312.8,2271,2186,2418,2160,2258,2580,2424
Greece,GRC,2020-07-19,2451,2136,2200.8,2197,1993,2090,2356,2097,2654,2989
Greece,GRC,2020-07-26,2827,2237,2334.8,2443,2285,2143,2195,2337,3222,2959
Greece,GRC,2020-08-02,3895,2714,2399.6,2479,2324,2307,2231,2386,3088,2350
Greece,GRC,2020-08-09,2954,2529,2452,2372,2212,2726,2288,2391,2765,2126
Greece,GRC,2020-08-16,2673,2368,2313.8,2242,2122,2288,2285,2361,2626,2384
Greece,GRC,2020-08-23,2781,2361,2195.4,2081,2049,2052,2260,2264,2383,2619
Greece,GRC,2020-08-30,2567,2298,2189.8,2055,2013,2076,2178,2356,2399,2351
Greece,GRC,2020-09-06,2522,2316,2176.4,2276,2041,1976,2196,2122,2249,2161
Greece,GRC,2020-09-13,2721,2274,2105.8,2040,1971,2100,2063,2084,2260,2250
Greece,GRC,2020-09-20,2440,2275,2065,1982,1882,1980,2100,2110,2098,2271
Greece,GRC,2020-09-27,2442,2156,2039.4,1919,1972,1926,2022,2087,2394,2193
Greece,GRC,2020-10-04,2456,2224,2122.2,1849,2081,2076,2176,2158,2192,2116
Greece,GRC,2020-10-11,2489,2213,2183.6,2101,2047,2185,2244,2070,2253,2083
Greece,GRC,2020-10-18,2514,2144,2197.2,2056,2142,2230,2164,2123,2280,2241
Greece,GRC,2020-10-25,2722,2224,2221.6,2072,2177,2157,2261,2170,2441,2289
Greece,GRC,2020-11-01,2995,2413,2283.8,2202,2148,2214,2301,2283,2462,2201
Greece,GRC,2020-11-08,2853,2549,2360.4,2337,2349,2310,2232,2303,2415,2162
Greece,GRC,2020-11-15,2990,2785,2350.4,2363,2244,2266,2392,2216,2596,2180
Greece,GRC,2020-11-22,3174,3149,2385.6,2253,2431,2319,2438,2216,2479,2428
Greece,GRC,2020-11-29,3177,3298,2389.8,2222,2413,2336,2312,2395,2752,2551
Greece,GRC,2020-12-06,3344,3338,2423.6,2131,2475,2278,2451,2512,2716,2403
Greece,GRC,2020-12-13,3293,3115,2482.4,2306,2414,2455,2503,2463,2588,2682
Greece,GRC,2020-12-20,3296,2938,2544.2,2387,2716,2367,2535,2445,2699,2746
Greece,GRC,2020-12-27,3310,2767,2642.6,2480,2875,2496,2632,2459,3045,2937
Greece,GRC,2021-01-03,,2686,2642.6,,,,,,,
Greenland,GRL,2020-01-31,48,36,48.6,44,36,50,48,46,50,46
Greenland,GRL,2020-02-29,52,48,44,33,44,49,25,50,52,50
Greenland,GRL,2020-03-31,39,44,51.8,45,35,56,49,55,26,50
Greenland,GRL,2020-04-30,45,30,47.2,39,42,27,62,47,47,33
Greenland,GRL,2020-05-31,27,35,46.4,41,46,42,52,32,41,42
Greenland,GRL,2020-06-30,45,49,46,41,36,40,45,49,34,34
Greenland,GRL,2020-07-31,57,39,43.2,39,42,45,31,40,44,52
Greenland,GRL,2020-08-31,50,49,43.4,39,36,34,49,40,54,50
Greenland,GRL,2020-09-30,48,53,46,34,43,41,34,59,42,43
Greenland,GRL,2020-10-31,44,32,38.4,29,37,37,28,42,50,37
Greenland,GRL,2020-11-30,27,45,39.2,35,34,36,30,42,48,45
Greenland,GRL,2020-12-31,49,61,50,53,56,42,34,46,37,52
Guadeloupe,GLP,2020-01-05,75,80,68.2,56,53,60,68,74,64,81
Guadeloupe,GLP,2020-01-12,80,50,65,43,63,63,60,66,87,82
Guadeloupe,GLP,2020-01-19,80,56,70,51,61,70,72,66,87,78
Guadeloupe,GLP,2020-01-26,55,69,62.8,50,63,48,53,70,106,85
Guadeloupe,GLP,2020-02-02,69,61,72,59,64,59,69,79,118,67
Guadeloupe,GLP,2020-02-09,52,57,70,59,60,56,68,77,92,65
Guadeloupe,GLP,2020-02-16,58,74,67.8,57,50,65,59,78,92,67
Guadeloupe,GLP,2020-02-23,81,81,57.4,56,53,52,48,48,73,68
Guadeloupe,GLP,2020-03-01,65,75,74,70,63,59,71,77,74,75
Guadeloupe,GLP,2020-03-08,60,67,65.2,48,69,41,74,64,71,78
Guadeloupe,GLP,2020-03-15,65,67,70,61,63,58,69,69,69,72
Guadeloupe,GLP,2020-03-22,76,69,67.6,67,53,69,63,56,68,70
Guadeloupe,GLP,2020-03-29,65,65,68.4,59,60,50,66,77,75,65
Guadeloupe,GLP,2020-04-05,71,72,65.4,54,57,46,75,65,73,59
Guadeloupe,GLP,2020-04-12,80,60,60.4,37,70,58,45,62,68,56
Guadeloupe,GLP,2020-04-19,80,74,61.6,46,49,57,58,68,65,67
Guadeloupe,GLP,2020-04-26,64,72,65.2,48,61,53,75,59,64,56
Guadeloupe,GLP,2020-05-03,68,76,59.2,52,61,56,52,45,71,65
Guadeloupe,GLP,2020-05-10,70,62,64.2,54,56,59,60,62,65,86
Guadeloupe,GLP,2020-05-17,83,68,70.2,51,75,55,78,62,78,74
Guadeloupe,GLP,2020-05-24,68,72,66.2,38,57,77,50,79,82,68
Guadeloupe,GLP,2020-05-31,63,56,62.6,55,62,58,56,52,94,92
Guadeloupe,GLP,2020-06-07,80,59,64.4,45,68,60,52,67,80,94
Guadeloupe,GLP,2020-06-14,75,63,74.6,61,68,68,70,76,92,83
Guadeloupe,GLP,2020-06-21,61,59,68.4,67,57,57,60,71,83,79
Guadeloupe,GLP,2020-06-28,70,70,72,54,64,69,67,76,76,78
Guadeloupe,GLP,2020-07-05,70,61,64.8,50,69,57,54,64,57,74
Guadeloupe,GLP,2020-07-12,68,66,70,54,73,65,57,71,74,70
Guadeloupe,GLP,2020-07-19,74,55,65.8,69,55,52,55,68,91,95
Guadeloupe,GLP,2020-07-26,79,65,72.6,60,69,59,74,71,88,69
Guadeloupe,GLP,2020-08-02,135,72,65.4,66,60,71,54,46,78,80
Guadeloupe,GLP,2020-08-09,207,73,68.2,64,56,58,77,56,75,62
Guadeloupe,GLP,2020-08-16,311,84,68.2,55,69,57,56,74,77,81
Guadeloupe,GLP,2020-08-23,290,64,70.8,68,69,55,51,81,77,78
Guadeloupe,GLP,2020-08-30,192,87,71,44,90,63,57,71,88,91
Guadeloupe,GLP,2020-09-06,161,83,61.4,56,49,55,51,66,79,81
Guadeloupe,GLP,2020-09-13,96,87,74,62,67,61,74,76,84,82
Guadeloupe,GLP,2020-09-20,104,105,69.8,47,51,85,79,57,78,101
Guadeloupe,GLP,2020-09-27,83,89,63.4,66,59,60,45,57,59,68
Guadeloupe,GLP,2020-10-04,67,89,71.4,67,62,63,60,75,65,61
Guadeloupe,GLP,2020-10-11,74,88,68.4,72,54,68,60,58,63,66
Guadeloupe,GLP,2020-10-18,64,95,61,50,52,51,53,69,75,68
Guadeloupe,GLP,2020-10-25,66,90,65.2,50,64,57,61,64,72,75
Guadeloupe,GLP,2020-11-01,62,74,62.6,46,64,57,59,57,55,60
Guadeloupe,GLP,2020-11-08,58,72,64,49,78,51,49,63,65,72
Guadeloupe,GLP,2020-11-15,73,60,65,60,61,77,45,52,70,63
Guadeloupe,GLP,2020-11-22,63,53,60.4,44,54,55,62,57,75,71
Guadeloupe,GLP,2020-11-29,53,70,61.6,46,47,67,65,53,78,67
Guadeloupe,GLP,2020-12-06,66,68,64.4,56,53,65,61,57,78,73
Guadeloupe,GLP,2020-12-13,55,64,66.4,62,72,41,68,59,63,76
Guadeloupe,GLP,2020-12-20,72,57,65.2,65,41,61,58,71,77,63
Guadeloupe,GLP,2020-12-27,64,60,71,57,74,68,54,72,91,56
Guadeloupe,GLP,2021-01-03,,55,71,,,,,,,
Guatemala,GTM,2020-01-05,1904,1757,1714.1,1690,1562,1597,1716,1716,2074,1895
Guatemala,GTM,2020-01-12,1930,1670,1691.5,1616,1619,1606,1668,1659,2127,1853
Guatemala,GTM,2020-01-19,1898,1663,1672.9,1604,1581,1501,1746,1643,2194,1825
Guatemala,GTM,2020-01-26,1837,1607,1615.5,1480,1640,1477,1593,1598,2044,1786
Guatemala,GTM,2020-02-02,1776,1599,1597.3,1441,1593,1556,1537,1570,2157,1710
Guatemala,GTM,2020-02-09,1785,1610,1619.3,1512,1684,1525,1520,1566,2203,1831
Guatemala,GTM,2020-02-16,1706,1586,1642.1,1549,1718,1550,1498,1606,2249,1726
Guatemala,GTM,2020-02-23,1748,1517,1634.1,1623,1573,1563,1487,1635,2098,1766
Guatemala,GTM,2020-03-01,1811,1565,1594.5,1511,1603,1547,1448,1574,2057,1825
Guatemala,GTM,2020-03-08,1769,1581,1637.5,1537,1586,1665,1498,1612,1983,1670
Guatemala,GTM,2020-03-15,1798,1478,1635.1,1543,1677,1546,1526,1594,1904,1800
Guatemala,GTM,2020-03-22,1970,1394,1646.5,1458,1758,1662,1506,1559,1812,1756
Guatemala,GTM,2020-03-29,1965,1329,1721.7,1502,1805,1648,1632,1732,1828,1716
Guatemala,GTM,2020-04-05,2064,1305,1661.7,1523,1664,1699,1524,1609,1734,1860
Guatemala,GTM,2020-04-12,2221,1259,1640.1,1493,1629,1587,1520,1682,1718,1814
Guatemala,GTM,2020-04-19,2191,1314,1666.7,1579,1519,1626,1687,1633,1705,1912
Guatemala,GTM,2020-04-26,2184,1405,1726.3,1636,1627,1707,1689,1683,1625,1869
Guatemala,GTM,2020-05-03,2133,1351,1667.9,1550,1600,1543,1637,1720,1704,1964
Guatemala,GTM,2020-05-10,2092,1375,1633.5,1610,1622,1518,1449,1679,1660,2010
Guatemala,GTM,2020-05-17,2135,1402,1656.5,1550,1651,1545,1552,1695,1629,1896
Guatemala,GTM,2020-05-24,2079,1470,1622.1,1528,1572,1503,1596,1622,1629,1872
Guatemala,GTM,2020-05-31,2157,1542,1607.3,1542,1543,1499,1612,1551,1683,1873
Guatemala,GTM,2020-06-07,2209,1890,1688.9,1541,1617,1588,1686,1723,1623,1965
Guatemala,GTM,2020-06-14,2156,1946,1633.5,1496,1530,1565,1635,1652,1610,1950
Guatemala,GTM,2020-06-21,2188,2113,1687.9,1558,1595,1620,1659,1718,1744,1856
Guatemala,GTM,2020-06-28,2360,2352,1676.1,1549,1547,1550,1707,1738,1822,1869
Guatemala,GTM,2020-07-05,2467,2626,1692.1,1538,1611,1592,1613,1817,1863,1834
Guatemala,GTM,2020-07-12,2537,2961,1669.5,1516,1580,1620,1633,1709,1896,1927
Guatemala,GTM,2020-07-19,2675,2785,1672.1,1577,1556,1597,1671,1670,1814,1893
Guatemala,GTM,2020-07-26,2732,2710,1679.9,1585,1579,1644,1643,1659,1782,1829
Guatemala,GTM,2020-08-02,2823,2576,1655.1,1574,1577,1577,1563,1695,1759,1866
Guatemala,GTM,2020-08-09,2981,2386,1664.3,1580,1599,1650,1612,1591,1826,1834
Guatemala,GTM,2020-08-16,3329,2225,1595.3,1491,1513,1575,1478,1630,1681,1833
Guatemala,GTM,2020-08-23,3556,2128,1635.1,1548,1515,1543,1586,1694,1740,1832
Guatemala,GTM,2020-08-30,3686,2127,1619.7,1615,1509,1528,1493,1664,1639,1801
Guatemala,GTM,2020-09-06,3855,2029,1622.5,1498,1563,1587,1587,1588,1715,1859
Guatemala,GTM,2020-09-13,3697,1957,1626.1,1522,1557,1602,1584,1576,1677,1881
Guatemala,GTM,2020-09-20,3206,1932,1638.5,1629,1561,1526,1548,1639,1772,1879
Guatemala,GTM,2020-09-27,2956,1907,1620.7,1524,1572,1504,1581,1633,1742,1723
Guatemala,GTM,2020-10-04,2649,1812,1685.3,1767,1650,1541,1577,1602,1769,1854
Guatemala,GTM,2020-10-11,2412,1926,1652.7,1641,1488,1554,1644,1647,1752,1820
Guatemala,GTM,2020-10-18,2108,1819,1627.7,1470,1471,1610,1642,1656,1690,1767
Guatemala,GTM,2020-10-25,1984,1787,1614.9,1492,1625,1483,1534,1651,1761,1842
Guatemala,GTM,2020-11-01,1933,1821,1652.7,1625,1520,1544,1678,1607,1734,1866
Guatemala,GTM,2020-11-08,1807,1866,1610.7,1580,1476,1467,1608,1633,1738,1860
Guatemala,GTM,2020-11-15,1783,1820,1589.9,1564,1447,1411,1577,1661,1771,1765
Guatemala,GTM,2020-11-22,1714,1876,1592.1,1480,1556,1494,1556,1585,1796,1861
Guatemala,GTM,2020-11-29,1802,1862,1565.5,1445,1457,1518,1568,1550,1801,1753
Guatemala,GTM,2020-12-06,1732,1765,1576.1,1549,1461,1478,1529,1574,1877,1752
Guatemala,GTM,2020-12-13,1792,1866,1620.7,1543,1421,1697,1582,1571,1974,1745
Guatemala,GTM,2020-12-20,1817,1851,1614.3,1491,1479,1565,1620,1627,1905,1953
Guatemala,GTM,2020-12-27,2064,1898,1705.3,1595,1682,1534,1782,1644,1968,1946
Guatemala,GTM,2021-01-03,,2049,1705.3,,,,,,,
Hong Kong,HKG,2020-01-31,5278,4749,4703,4838,4316,4203,4607,4777,4775,6380
Hong Kong,HKG,2020-02-29,4124,4789,4472.2,4329,4699,3917,4660,3982,6142,4432
Hong Kong,HKG,2020-03-31,4318,4171,4444.6,4197,4589,4183,4264,4216,12185,4302
Hong Kong,HKG,2020-04-30,4096,3899,4056.4,3720,4067,3785,3862,4074,5527,4281
Hong Kong,HKG,2020-05-31,4173,4091,4029.4,3792,3996,3819,3738,4028,4287,4899
Hong Kong,HKG,2020-06-30,4022,3728,3805.4,3684,3471,3710,3551,3837,3830,4528
Hong Kong,HKG,2020-07-31,4141,4117,3958.2,3665,3606,4176,3608,3962,4092,4395
Hong Kong,HKG,2020-08-31,4063,4177,3854.6,3519,3535,3872,3714,3859,4175,4380
Hong Kong,HKG,2020-09-30,3877,3849,3652.2,3418,3375,3500,3478,3716,4223,4293
Hong Kong,HKG,2020-10-31,4256,4184,3922.2,3678,3602,3789,3844,3924,4334,4258
Hong Kong,HKG,2020-11-30,4252,4125,3810.6,3302,3643,3605,3783,3946,4249,4074
Hong Kong,HKG,2020-12-31,4754,4787,4388.6,3966,4006,4270,4291,4636,5873,4509
Hungary,HUN,2020-01-05,3222,2612,2885.1,2800,2823,3155,2595,3054,3132,2796
Hungary,HUN,2020-01-12,3204,2585,2918.1,3005,2640,3311,2546,3090,2900,2652
Hungary,HUN,2020-01-19,3044,2584,2924.3,2900,2562,3449,2675,3037,2858,2648
Hungary,HUN,2020-01-26,2867,2723,3016.3,3005,2615,3574,2655,3234,2934,2496
Hungary,HUN,2020-02-02,2884,2802,3055.9,3067,2483,3616,2731,3384,3136,2674
Hungary,HUN,2020-02-09,2888,2637,3068.1,3350,2640,3256,2833,3263,3172,2698
Hungary,HUN,2020-02-16,2926,2751,2983.1,3280,2575,2991,3037,3034,3190,2854
Hungary,HUN,2020-02-23,3172,2585,2955.5,3349,2491,2890,3161,2888,3012,2832
Hungary,HUN,2020-03-01,3271,2781,2893.5,3120,2535,2668,3237,2909,2888,2714
Hungary,HUN,2020-03-08,3809,2606,2811.7,2962,2496,2671,3218,2713,2759,2759
Hungary,HUN,2020-03-15,4301,2578,2708.9,2777,2438,2582,3016,2733,2863,2775
Hungary,HUN,2020-03-22,4568,2801,2634.9,2764,2481,2584,2878,2469,2763,2713
Hungary,HUN,2020-03-29,4534,2592,2591.3,2690,2537,2546,2774,2411,2777,2590
Hungary,HUN,2020-04-05,4139,2528,2510.3,2639,2456,2422,2622,2414,2740,2464
Hungary,HUN,2020-04-12,3532,2575,2477.9,2612,2318,2492,2576,2393,2535,2513
Hungary,HUN,2020-04-19,3251,2509,2429.9,2612,2349,2527,2336,2327,2608,2432
Hungary,HUN,2020-04-26,2970,2359,2436.5,2598,2364,2480,2300,2442,2610,2322
Hungary,HUN,2020-05-03,2724,2249,2366.7,2467,2279,2479,2294,2316,2438,2371
Hungary,HUN,2020-05-10,2552,2292,2314.3,2420,2370,2340,2160,2283,2380,2228
Hungary,HUN,2020-05-17,2392,2346,2271.5,2293,2381,2323,2154,2208,2238,2310
Hungary,HUN,2020-05-24,2334,2110,2275.5,2274,2261,2209,2352,2283,2175,2276
Hungary,HUN,2020-05-31,2410,2191,2286.3,2177,2285,2382,2393,2196,2337,2201
Hungary,HUN,2020-06-07,2375,2399,2261.9,2434,2235,2126,2228,2288,2326,2190
Hungary,HUN,2020-06-14,2370,2288,2291.7,2298,2151,2145,2243,2623,2073,2168
Hungary,HUN,2020-06-21,2678,2068,2249.7,2067,2481,2297,2188,2217,2319,2327
Hungary,HUN,2020-06-28,2389,2269,2193.1,2141,2303,2136,2140,2247,2736,2074
Hungary,HUN,2020-07-05,2362,2317,2218.7,2383,2102,2143,2225,2242,2272,2149
Hungary,HUN,2020-07-12,2424,2169,2280.7,2491,2276,2288,2285,2065,2181,2385
Hungary,HUN,2020-07-19,2110,2110,2278.9,2358,2210,2271,2265,2292,2641,2215
Hungary,HUN,2020-07-26,2505,2153,2380.1,2625,2277,2140,2389,2471,2516,2142
Hungary,HUN,2020-08-02,2190,2362,2309.1,2020,2221,2657,2479,2170,2346,2004
Hungary,HUN,2020-08-09,2351,2311,2284.5,2378,2120,2292,2419,2215,2392,2029
Hungary,HUN,2020-08-16,2204,2268,2306.3,2747,2222,2147,2199,2218,2575,2378
Hungary,HUN,2020-08-23,2167,2224,2190.9,2002,2241,2155,2323,2235,2343,2446
Hungary,HUN,2020-08-30,2272,2203,2293.3,2282,2320,2239,2254,2373,2220,2137
Hungary,HUN,2020-09-06,2408,2221,2223.3,2220,2246,2186,2267,2199,2339,2175
Hungary,HUN,2020-09-13,2470,2333,2271.1,2192,2365,2290,2356,2154,2271,2239
Hungary,HUN,2020-09-20,2373,2472,2315.7,2379,2263,2312,2385,2241,2503,2173
Hungary,HUN,2020-09-27,2426,2457,2355.1,2147,2423,2351,2362,2494,2770,2101
Hungary,HUN,2020-10-04,2534,2562,2401.1,2192,2447,2428,2498,2442,2585,2325
Hungary,HUN,2020-10-11,2665,2563,2451.7,2332,2538,2496,2512,2382,2623,2534
Hungary,HUN,2020-10-18,2668,2758,2427.5,2463,2493,2357,2432,2394,2522,2504
